GSSCode,GSSCode,diversity2011,diversity2021,,GSSCode,diversity2011
E01001307,E01002957,1.436,1.315,,E01001307,1.436
E01001308,E01002933,1.41,0.831,,E01001308,1.41
E01001312,E01002934,1.388,0.808,,E01001312,1.388
E01001313,E01002937,1.388,0.661,,E01001313,1.388
E01001314,E01003011,1.448,0.79,,E01001314,1.448
E01001315,E01033569,1.467,1.054,,E01001315,1.467
E01001316,E01034576,1.5,1.212,,E01001316,1.5
E01001317,E01034577,1.491,1.225,,E01001317,1.491
E01001318,E01002964,1.504,1.006,,E01001318,1.504
E01001320,E01002969,1.515,1.366,,E01001320,1.515
E01001321,E01002971,1.48,0.907,,E01001321,1.48
E01001270,E01002972,1.453,1.065,,E01001270,1.453
E01001319,E01002974,1.449,1.046,,E01001319,1.449
E01001322,E01002932,1.41,1.283,,E01001322,1.41
E01001323,E01002960,1.448,1.135,,E01001323,1.448
E01001341,E01002962,1.438,1.128,,E01001341,1.438
E01001342,E01002970,1.425,1.105,,E01001342,1.425
E01001343,E01002973,1.454,1.165,,E01001343,1.454
E01001345,E01002929,1.388,0.919,,E01001345,1.388
E01001265,E01002930,1.462,1.125,,E01001265,1.462
E01001266,E01002931,1.469,0.968,,E01001266,1.469
E01001267,E01002963,1.496,1.053,,E01001267,1.496
E01001272,E01002985,1.465,1.164,,E01001272,1.465
E01001349,E01002927,1.527,1.037,,E01001349,1.527
E01001344,E01002928,1.499,1.06,,E01001344,1.499
E01001346,E01002958,1.466,0.822,,E01001346,1.466
E01001347,E01002961,1.459,1.056,,E01001347,1.459
E01001348,E01002986,1.465,1.057,,E01001348,1.465
E01001257,E01002965,1.53,0.993,,E01001257,1.53
E01001324,E01002967,1.51,0.881,,E01001324,1.51
E01001326,E01002968,1.506,1.037,,E01001326,1.506
E01001330,E01002990,1.493,0.799,,E01001330,1.493
E01001332,E01002991,1.52,0.74,,E01001332,1.52
E01001325,E01002922,1.472,0.668,,E01001325,1.472
E01001327,E01002926,1.516,0.8,,E01001327,1.516
E01001328,E01002966,1.532,0.729,,E01001328,1.532
E01001329,E01002992,1.504,0.936,,E01001329,1.504
E01001331,E01002921,1.536,0.869,,E01001331,1.536
E01001258,E01002987,1.469,0.846,,E01001258,1.469
E01001262,E01002988,1.507,0.943,,E01001262,1.507
E01001263,E01002989,1.514,0.718,,E01001263,1.514
E01001264,E01002975,1.498,1.178,,E01001264,1.498
E01032743,E01002977,1.551,1.101,,E01032743,1.551
E01032744,E01002980,1.454,1.119,,E01032744,1.454
E01001276,E01002981,1.485,1.183,,E01001276,1.485
E01001277,E01002984,1.472,1.131,,E01001277,1.472
E01001278,E01002923,1.477,0.935,,E01001278,1.477
E01001280,E01002925,1.431,0.674,,E01001280,1.431
E01001218,E01002993,1.48,0.851,,E01001218,1.48
E01001260,E01002995,1.447,0.842,,E01001260,1.447
E01001261,E01002999,1.486,0.938,,E01001261,1.486
E01001268,E01002915,1.432,1.129,,E01001268,1.432
E01001209,E01002916,1.091,0.987,,E01001209,1.091
E01001211,E01002917,1.236,0.841,,E01001211,1.236
E01001279,E01002920,1.257,0.764,,E01001279,1.257
E01001281,E01002924,1.105,0.639,,E01001281,1.105
E01001217,E01002976,1.36,0.868,,E01001217,1.36
E01001259,E01002978,1.428,1.036,,E01001259,1.428
E01001291,E01002979,1.401,0.944,,E01001291,1.401
E01001292,E01002982,1.435,1.102,,E01001292,1.435
E01001293,E01002983,1.276,1.09,,E01001293,1.276
E01001196,E01002994,1.541,0.797,,E01001196,1.541
E01001238,E01002996,1.558,0.688,,E01001238,1.558
E01001239,E01002997,1.54,0.703,,E01001239,1.54
E01001246,E01002998,1.506,0.946,,E01001246,1.506
E01001247,E01003002,1.504,0.869,,E01001247,1.504
E01001210,E01002918,1.545,1.101,,E01001210,1.545
E01001282,E01002919,1.463,1.279,,E01001282,1.463
E01001283,E01003000,1.488,1.086,,E01001283,1.488
E01001285,E01003001,1.436,1.11,,E01001285,1.436
E01001286,E01003003,1.413,1.044,,E01001286,1.413
E01001287,E01002939,1.524,0.838,,E01001287,1.524
E01001294,E01002941,1.171,0.775,,E01001294,1.171
E01001295,E01002942,1.164,0.623,,E01001295,1.164
E01001296,E01003004,1.257,0.96,,E01001296,1.257
E01001297,E01003005,1.129,0.701,,E01001297,1.129
E01001298,E01002944,1.245,0.752,,E01001298,1.245
E01001204,E01002945,1.354,0.648,,E01001204,1.354
E01001205,E01002946,1.504,0.596,,E01001205,1.504
E01001206,E01002947,1.526,0.665,,E01001206,1.526
E01001207,E01002940,1.274,0.769,,E01001207,1.274
E01001208,E01002943,1.171,0.769,,E01001208,1.171
E01001212,E01002948,1.267,0.858,,E01001212,1.267
E01001222,E01002949,1.422,0.796,,E01001222,1.422
E01001224,E01002950,1.021,0.726,,E01001224,1.021
E01001226,E01003015,1.348,1.293,,E01001226,1.348
E01001227,E01003108,1.262,1.362,,E01001227,1.262
E01001228,E01003110,1.297,1.053,,E01001228,1.297
E01001221,E01003111,1.278,1.32,,E01001221,1.278
E01001223,E01003112,1.176,1.316,,E01001223,1.176
E01001225,E01003101,1.33,1.273,,E01001225,1.33
E01001235,E01003105,1.289,1.347,,E01001235,1.289
E01001236,E01003106,1.325,1.185,,E01001236,1.325
E01001273,E01003107,1.417,1.006,,E01001273,1.417
E01001274,E01033862,1.433,1.308,,E01001274,1.433
E01001275,E01033863,1.375,1.326,,E01001275,1.375
E01001195,E01003102,1.5,1.148,,E01001195,1.5
E01001197,E01003104,1.436,1.272,,E01001197,1.436
E01001198,E01003122,1.293,1.169,,E01001198,1.293
E01001199,E01003129,1.445,1.104,,E01001199,1.445
E01001284,E01033208,1.317,1.328,,E01001284,1.317
E01001288,E01033864,1.338,1.277,,E01001288,1.338
E01001289,E01033865,1.327,1.243,,E01001289,1.327
E01001290,E01033866,1.282,1.301,,E01001290,1.282
E01001213,E01003098,1.147,1.17,,E01001213,1.147
E01001214,E01003099,1.113,1.3,,E01001214,1.113
E01001215,E01003100,1.177,0.966,,E01001215,1.177
E01001216,E01003180,1.204,1.252,,E01001216,1.204
E01001361,E01003183,1.123,1.266,,E01001361,1.123
E01001240,E01003097,1.547,1.308,,E01001240,1.547
E01001241,E01003121,1.519,1.216,,E01001241,1.519
E01001242,E01003123,1.505,0.928,,E01001242,1.505
E01001243,E01003124,1.548,1.242,,E01001243,1.548
E01001244,E01003125,1.541,1.311,,E01001244,1.541
E01001245,E01003181,1.372,1.31,,E01001245,1.372
E01001200,E01003184,1.356,1.312,,E01001200,1.356
E01001201,E01003185,1.244,1.177,,E01001201,1.244
E01001202,E01003186,1.516,1.101,,E01001202,1.516
E01001203,E01003187,1.423,1.227,,E01001203,1.423
E01001351,E01003089,1.437,1.398,,E01001351,1.437
E01001359,E01003091,1.053,1.24,,E01001359,1.053
E01001360,E01003092,0.98,1.364,,E01001360,0.98
E01001362,E01003126,1.051,1.245,,E01001362,1.051
E01001363,E01003128,1.077,1.309,,E01001363,1.077
E01001364,E01003046,1.194,1.3,,E01001364,1.194
E01001365,E01003048,1.023,1.257,,E01001365,1.023
E01001231,E01003075,1.365,1.283,,E01001231,1.365
E01001234,E01003182,1.389,1.196,,E01001234,1.389
E01001350,E01003188,1.335,1.294,,E01001350,1.335
E01001352,E01003088,1.323,1.235,,E01001352,1.323
E01001354,E01003093,1.288,1.288,,E01001354,1.288
E01001249,E01003094,1.526,1.142,,E01001249,1.526
E01001250,E01003096,1.433,1.013,,E01001250,1.433
E01001255,E01003127,1.29,1.137,,E01001255,1.29
E01001383,E01003045,1.31,1.234,,E01001383,1.31
E01001388,E01003047,1.426,1.311,,E01001388,1.426
E01001389,E01003049,1.315,1.305,,E01001389,1.315
E01001219,E01003059,1.441,1.286,,E01001219,1.441
E01001220,E01003060,1.453,1.247,,E01001220,1.453
E01001334,E01003061,1.323,1.221,,E01001334,1.323
E01001337,E01003034,1.498,1.118,,E01001337,1.498
E01001338,E01003035,1.242,1.024,,E01001338,1.242
E01001339,E01003036,1.421,0.978,,E01001339,1.421
E01001340,E01003090,1.527,1.066,,E01001340,1.527
E01001251,E01003095,1.267,0.945,,E01001251,1.267
E01001252,E01003037,1.386,1.211,,E01001252,1.386
E01001253,E01003038,1.267,0.749,,E01001253,1.267
E01001254,E01003039,1.124,0.729,,E01001254,1.124
E01001229,E01003040,1.388,0.909,,E01001229,1.388
E01001230,E01003042,1.222,1.041,,E01001230,1.222
E01001232,E01003072,1.374,0.884,,E01001232,1.374
E01001233,E01003073,1.308,1.188,,E01001233,1.308
E01001237,E01003076,1.076,1.319,,E01001237,1.076
E01001386,E01003077,0.993,1.256,,E01001386,0.993
E01001303,E01003078,1.067,0.938,,E01001303,1.067
E01001382,E01003019,1.133,0.942,,E01001382,1.133
E01001384,E01003053,1.251,0.969,,E01001384,1.251
E01001385,E01003054,1.118,0.914,,E01001385,1.118
E01001387,E01003056,1.177,1.083,,E01001387,1.177
E01001353,E01003058,1.414,0.985,,E01001353,1.414
E01001355,E01003020,1.364,1.139,,E01001355,1.364
E01001356,E01003050,1.534,1.135,,E01001356,1.534
E01001357,E01003052,1.514,1.135,,E01001357,1.514
E01001358,E01003055,1.534,1.159,,E01001358,1.534
E01001375,E01003176,0.803,1.353,,E01001375,0.803
E01001377,E01003029,0.95,0.941,,E01001377,0.95
E01001379,E01003032,0.822,1.202,,E01001379,0.822
E01001381,E01003041,1.298,1.292,,E01001381,1.298
E01001248,E01003057,1.385,1.231,,E01001248,1.385
E01001299,E01003043,1.181,1.047,,E01001299,1.181
E01001305,E01003044,1.144,1.203,,E01001305,1.144
E01001306,E01003051,1.046,1.331,,E01001306,1.046
E01001366,E01003071,1.163,1.055,,E01001366,1.163
E01001367,E01003074,1.185,1.033,,E01001367,1.185
E01001368,E01003026,1.16,0.908,,E01001368,1.16
E01001370,E01003027,1.152,0.667,,E01001370,1.152
E01001371,E01003028,1.234,0.929,,E01001371,1.234
E01001372,E01003030,1.197,0.771,,E01001372,1.197
E01001373,E01003033,1.17,0.832,,E01001373,1.17
E01001333,E01003018,1.227,0.955,,E01001333,1.227
E01001335,E01003171,1.26,1.077,,E01001335,1.26
E01001336,E01003173,1.339,1.141,,E01001336,1.339
E01001369,E01003177,1.2,1.207,,E01001369,1.2
E01001300,E01003178,1.118,0.967,,E01001300,1.118
E01001301,E01003021,1.231,1.231,,E01001301,1.231
E01001302,E01003022,1.182,1.068,,E01001302,1.182
E01001304,E01003023,1.153,1.23,,E01001304,1.153
E01001374,E01003024,1.182,1.3,,E01001374,1.182
E01001376,E01003025,1.359,1.235,,E01001376,1.359
E01001380,E01003136,1.049,1.225,,E01001380,1.049
E01032572,E01003137,1.119,1.384,,E01032572,1.119
E01001444,E01003159,1.373,1.224,,E01001444,1.373
E01001446,E01003160,1.361,1.307,,E01001446,1.361
E01001546,E01003162,1.35,1.335,,E01001546,1.35
E01001552,E01003031,1.31,1.149,,E01001552,1.31
E01001442,E01003156,1.409,1.043,,E01001442,1.409
E01001545,E01003157,1.41,0.865,,E01001545,1.41
E01001547,E01003158,1.416,0.687,,E01001547,1.416
E01001548,E01003161,1.409,1.051,,E01001548,1.409
E01001551,E01003163,1.338,1.15,,E01001551,1.338
E01001445,E01003132,1.473,1.27,,E01001445,1.473
E01001447,E01003172,1.4,1.212,,E01001447,1.4
E01001448,E01003174,1.464,1.308,,E01001448,1.464
E01001449,E01003175,1.41,1.234,,E01001449,1.41
E01033148,E01003179,1.468,1.345,,E01033148,1.468
E01033150,E01003164,1.519,1.22,,E01033150,1.519
E01001408,E01003165,0.932,1.158,,E01001408,0.932
E01001411,E01003168,1.006,1.218,,E01001411,1.006
E01001412,E01003169,1.041,1.091,,E01001412,1.041
E01001413,E01003170,0.643,0.857,,E01001413,0.643
E01001414,E01003130,1.315,1.23,,E01001414,1.315
E01001407,E01003131,1.117,1.046,,E01001407,1.117
E01001409,E01003135,1.423,1.21,,E01001409,1.423
E01001410,E01003138,1.387,0.75,,E01001410,1.387
E01001516,E01003151,1.447,1.316,,E01001516,1.447
E01001537,E01003079,1.101,1.267,,E01001537,1.101
E01001439,E01003080,1.468,1.123,,E01001439,1.468
E01001441,E01003133,1.407,1.15,,E01001441,1.407
E01001517,E01003134,1.468,1.129,,E01001517,1.468
E01001549,E01003152,1.482,1.132,,E01001549,1.482
E01001550,E01003064,1.362,0.965,,E01001550,1.362
E01001433,E01003066,1.364,1.304,,E01001433,1.364
E01001434,E01003081,1.413,1.186,,E01001434,1.413
E01001435,E01003166,1.448,1.235,,E01001435,1.448
E01001436,E01003167,1.429,0.87,,E01001436,1.429
E01001438,E01003116,1.44,1.222,,E01001438,1.44
E01001469,E01003117,1.168,1.125,,E01001469,1.168
E01001536,E01003118,0.862,1.265,,E01001536,0.862
E01001540,E01003153,1.027,1.091,,E01001540,1.027
E01001541,E01003155,0.948,1.192,,E01001541,0.948
E01001542,E01003083,1.181,1.2,,E01001542,1.181
E01001538,E01003084,0.946,1.051,,E01001538,0.946
E01001539,E01003085,1.003,1.143,,E01001539,1.003
E01001543,E01003149,1.101,1.162,,E01001543,1.101
E01001544,E01003154,0.998,1.318,,E01001544,0.998
E01001457,E01003065,0.999,1.177,,E01001457,0.999
E01001468,E01003068,1.269,1.253,,E01001468,1.269
E01001471,E01003082,1.074,1.249,,E01001471,1.074
E01001472,E01003086,0.948,1.272,,E01001472,0.948
E01001474,E01003087,0.981,1.322,,E01001474,0.981
E01001415,E01003113,1.13,1.192,,E01001415,1.13
E01001417,E01003114,1.136,1.205,,E01001417,1.136
E01001418,E01003119,1.226,1.15,,E01001418,1.226
E01001422,E01003120,1.172,1.277,,E01001422,1.172
E01001440,E01003148,1.496,1.072,,E01001440,1.496
E01001504,E01003150,1.495,1.273,,E01001504,1.495
E01001505,E01003062,1.515,1.052,,E01001505,1.515
E01001507,E01003063,1.488,1.226,,E01001507,1.488
E01001508,E01003067,1.52,1.115,,E01001508,1.52
E01001513,E01003069,1.357,1.082,,E01001513,1.357
E01001416,E01003070,1.215,1.241,,E01001416,1.215
E01001470,E01003115,0.928,1.216,,E01001470,0.928
E01001473,E01003141,1.206,1.279,,E01001473,1.206
E01001475,E01003144,1.155,1.11,,E01001475,1.155
E01001437,E01003145,1.49,1.258,,E01001437,1.49
E01001506,E01003147,1.512,1.164,,E01001506,1.512
E01001509,E01003139,1.535,1.348,,E01001509,1.535
E01001510,E01003140,1.534,1.403,,E01001510,1.534
E01001405,E01003142,1.073,1.415,,E01001405,1.073
E01001406,E01003143,1.314,1.346,,E01001406,1.314
E01001450,E01003146,1.203,1.351,,E01001450,1.203
E01001512,E01003013,1.22,1.101,,E01001512,1.22
E01001515,E01003014,1.492,1.267,,E01001515,1.492
E01001401,E01003016,1.269,1.269,,E01001401,1.269
E01001478,E01003017,1.44,1.099,,E01001478,1.44
E01001484,E01032582,1.432,1.332,,E01001484,1.432
E01001511,E01003244,1.348,1.334,,E01001511,1.348
E01001514,E01003245,1.328,1.259,,E01001514,1.328
E01001518,E01003247,1.303,1.203,,E01001518,1.303
E01001451,E01003249,0.939,1.365,,E01001451,0.939
E01001452,E01034387,1.127,1.103,,E01001452,1.127
E01001453,E01034388,1.078,1.277,,E01001453,1.078
E01001454,E01034389,1.065,1.31,,E01001454,1.065
E01001476,E01003246,1.489,1.295,,E01001476,1.489
E01001477,E01003248,1.499,1.29,,E01001477,1.499
E01001481,E01003251,1.471,1.335,,E01001481,1.471
E01001502,E01003252,1.514,1.301,,E01001502,1.514
E01001503,E01003253,1.489,1.319,,E01001503,1.489
E01001520,E01003297,1.34,1.289,,E01001520,1.34
E01001522,E01003299,1.366,1.277,,E01001522,1.366
E01001523,E01003301,1.187,1.357,,E01001523,1.187
E01001524,E01003302,1.439,1.37,,E01001524,1.439
E01001526,E01003305,1.167,1.331,,E01001526,1.167
E01001419,E01003207,1.24,1.287,,E01001419,1.24
E01001420,E01003209,1.27,1.268,,E01001420,1.27
E01001421,E01003210,1.333,1.169,,E01001421,1.333
E01001519,E01003212,1.402,1.092,,E01001519,1.402
E01001525,E01003215,1.271,1.328,,E01001525,1.271
E01001398,E01003338,1.109,1.398,,E01001398,1.109
E01001399,E01003339,1.231,1.249,,E01001399,1.231
E01001400,E01003340,1.162,1.096,,E01001400,1.162
E01001402,E01003341,1.204,0.989,,E01001402,1.204
E01001403,E01003343,1.323,1.068,,E01001403,1.323
E01001455,E01003199,1.133,0.998,,E01001455,1.133
E01001456,E01003201,0.944,1.205,,E01001456,0.944
E01001564,E01003204,1.038,1.206,,E01001564,1.038
E01001567,E01003205,0.975,1.323,,E01001567,0.975
E01001568,E01003206,1.146,0.928,,E01001568,1.146
E01001569,E01003211,1.17,1.11,,E01001569,1.17
E01001479,E01003213,1.514,1.121,,E01001479,1.514
E01001482,E01003214,1.513,1.174,,E01001482,1.513
E01001487,E01033324,1.499,1.124,,E01001487,1.499
E01001489,E01033325,1.498,1.243,,E01001489,1.498
E01001491,E01003198,1.5,0.965,,E01001491,1.5
E01001459,E01003200,1.524,0.736,,E01001459,1.524
E01001460,E01003202,1.509,0.764,,E01001460,1.509
E01001462,E01003203,1.536,1.26,,E01001462,1.536
E01001480,E01003336,1.52,1.292,,E01001480,1.52
E01001488,E01003337,1.484,1.25,,E01001488,1.484
E01001483,E01003342,1.531,1.134,,E01001483,1.531
E01001485,E01003344,1.517,1.148,,E01001485,1.517
E01001486,E01003345,1.5,1.153,,E01001486,1.5
E01001492,E01003273,1.52,1.213,,E01001492,1.52
E01033146,E01003277,1.514,1.07,,E01033146,1.514
E01033151,E01003278,1.491,1.255,,E01033151,1.491
E01001404,E01003279,1.401,1.046,,E01001404,1.401
E01001493,E01003282,1.349,1.137,,E01001493,1.349
E01001494,E01003283,1.477,0.843,,E01001494,1.477
E01001496,E01003284,1.417,1.078,,E01001496,1.417
E01001570,E01003286,1.324,1.247,,E01001570,1.324
E01001423,E01003272,1.534,1.077,,E01001423,1.534
E01001425,E01003274,1.498,1.123,,E01001425,1.498
E01001428,E01003275,1.542,1.264,,E01001428,1.542
E01001461,E01003276,1.506,1.206,,E01001461,1.506
E01001464,E01003225,1.465,1.034,,E01001464,1.465
E01001521,E01003231,1.277,1.102,,E01001521,1.277
E01001531,E01003232,1.116,1.031,,E01001531,1.116
E01001532,E01003233,1.177,1.183,,E01001532,1.177
E01001533,E01003280,1.164,1.356,,E01001533,1.164
E01001535,E01003281,1.31,1.056,,E01001535,1.31
E01001495,E01003285,1.159,1.181,,E01001495,1.159
E01001498,E01003287,1.389,0.912,,E01001498,1.389
E01001563,E01003292,1.272,1.313,,E01001563,1.272
E01001565,E01003293,1.344,1.259,,E01001565,1.344
E01001566,E01003295,1.109,1.229,,E01001566,1.109
E01001424,E01033320,1.477,1.29,,E01001424,1.477
E01001426,E01033322,1.499,1.273,,E01001426,1.499
E01001427,E01003319,1.478,1.347,,E01001427,1.478
E01001429,E01003320,1.479,1.257,,E01001429,1.479
E01001430,E01003323,1.478,1.298,,E01001430,1.478
E01001463,E01003325,1.505,1.296,,E01001463,1.505
E01001465,E01003226,1.507,1.096,,E01001465,1.507
E01001466,E01003227,1.522,0.992,,E01001466,1.522
E01001467,E01003228,1.526,0.874,,E01001467,1.526
E01001497,E01003229,1.401,1.233,,E01001497,1.401
E01001499,E01003230,1.469,1.157,,E01001499,1.469
E01001392,E01003318,1.354,1.379,,E01001392,1.354
E01001528,E01003321,1.505,1.247,,E01001528,1.505
E01001529,E01003322,1.443,1.175,,E01001529,1.443
E01001530,E01003324,1.423,1.345,,E01001530,1.423
E01001534,E01034390,1.378,1.226,,E01001534,1.378
E01001431,E01034391,1.523,1.27,,E01001431,1.523
E01001432,E01003254,1.492,0.917,,E01001432,1.492
E01001555,E01003255,1.523,1.094,,E01001555,1.523
E01001557,E01003260,1.491,1.071,,E01001557,1.491
E01001558,E01003261,1.552,1.028,,E01001558,1.552
E01001559,E01003262,1.476,1.082,,E01001559,1.476
E01001394,E01003217,1.481,1.299,,E01001394,1.481
E01001395,E01003218,1.516,1.279,,E01001395,1.516
E01001397,E01003220,1.483,1.2,,E01001397,1.483
E01001500,E01003222,1.397,1.239,,E01001500,1.397
E01001556,E01003224,1.465,1.282,,E01001556,1.465
E01001560,E01003263,1.536,1.207,,E01001560,1.536
E01001390,E01003268,1.337,1.279,,E01001390,1.337
E01001391,E01003269,1.389,1.213,,E01001391,1.389
E01001393,E01003270,1.397,1.215,,E01001393,1.397
E01001396,E01003271,1.363,1.103,,E01001396,1.363
E01001501,E01003307,1.408,1.137,,E01001501,1.408
E01001527,E01003308,1.309,1.179,,E01001527,1.309
E01001458,E01003314,1.503,1.086,,E01001458,1.503
E01001553,E01003315,1.53,1.115,,E01001553,1.53
E01001554,E01003316,1.515,1.05,,E01001554,1.515
E01001562,E01003216,1.52,1.279,,E01001562,1.52
E01032574,E01003219,1.52,1.396,,E01032574,1.52
E01001690,E01003221,1.31,1.317,,E01001690,1.31
E01001692,E01003223,1.33,1.371,,E01001692,1.33
E01001693,E01003346,1.345,1.23,,E01001693,1.345
E01001694,E01003349,1.321,1.246,,E01001694,1.321
E01001687,E01003351,1.445,1.208,,E01001687,1.445
E01001688,E01003354,1.378,1.258,,E01001688,1.378
E01033739,E01003309,1.392,1.269,,E01033739,1.392
E01033740,E01003310,1.45,1.171,,E01033740,1.45
E01033741,E01003311,1.445,1.149,,E01033741,1.445
E01033743,E01003312,1.317,1.111,,E01033743,1.317
E01033745,E01003313,1.363,1.239,,E01033745,1.363
E01001575,E01003256,1.362,1.204,,E01001575,1.362
E01001576,E01003257,1.334,1.105,,E01001576,1.334
E01001577,E01003258,1.379,1.321,,E01001577,1.379
E01001578,E01003259,1.397,1.132,,E01001578,1.397
E01001579,E01003193,1.353,1.151,,E01001579,1.353
E01001709,E01003194,1.438,1.299,,E01001709,1.438
E01001711,E01003195,1.465,1.227,,E01001711,1.465
E01001712,E01003196,1.445,1.355,,E01001712,1.445
E01033731,E01003197,1.415,1.311,,E01033731,1.415
E01033734,E01003347,1.38,1.263,,E01033734,1.38
E01033735,E01003348,1.504,1.36,,E01033735,1.504
E01033736,E01003350,1.297,1.32,,E01033736,1.297
E01033737,E01003352,1.492,1.385,,E01033737,1.492
E01001705,E01003353,1.436,1.404,,E01001705,1.436
E01001706,E01003264,1.463,1.209,,E01001706,1.463
E01001708,E01003265,1.227,1.272,,E01001708,1.227
E01001710,E01003266,1.449,1.208,,E01001710,1.449
E01001713,E01003267,1.429,1.206,,E01001713,1.429
E01001672,E01003329,1.431,1.122,,E01001672,1.431
E01001673,E01003330,1.445,1.227,,E01001673,1.445
E01001674,E01003331,1.474,1.192,,E01001674,1.474
E01001675,E01003332,1.406,1.176,,E01001675,1.406
E01001677,E01003334,1.487,1.284,,E01001677,1.487
E01001631,E01003189,1.467,1.216,,E01001631,1.467
E01001632,E01003190,1.424,1.39,,E01001632,1.424
E01001635,E01003191,1.467,1.219,,E01001635,1.467
E01001636,E01003192,1.493,1.355,,E01001636,1.493
E01033742,E01003326,1.475,1.152,,E01033742,1.475
E01033744,E01003327,1.427,1.027,,E01033744,1.427
E01001571,E01003328,1.454,1.145,,E01001571,1.454
E01001572,E01003333,1.376,1.153,,E01001572,1.376
E01001573,E01003335,1.451,1.216,,E01001573,1.451
E01001574,E01003236,1.397,1.231,,E01001574,1.397
E01001629,E01003237,1.442,1.247,,E01001629,1.442
E01001633,E01003238,1.458,1.189,,E01001633,1.458
E01001634,E01003239,1.414,1.26,,E01001634,1.414
E01001637,E01032564,1.462,1.257,,E01001637,1.462
E01001695,E01003235,1.47,1.255,,E01001695,1.47
E01001696,E01003240,1.453,1.214,,E01001696,1.453
E01001697,E01003241,1.478,1.299,,E01001697,1.478
E01001700,E01003243,1.49,1.339,,E01001700,1.49
E01001703,E01032565,1.369,1.285,,E01001703,1.369
E01001704,E01003298,1.455,1.327,,E01001704,1.455
